date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-velodrome_v3_protocol,forecasted_TVL_opchain-velodrome_v3_protocol
2024-09-01 00:00:00,0.39691866884495564,0.2688309807986075,0.03865094989804935,-0.0004631962353305105,0.0,0.0,3193111.135777212,258915.8873751248
2024-09-02 00:00:00,0.355561832212584,0.32324992653659823,0.037125658594640634,-0.00041349274312735414,0.0,0.0,3138405.772572087,-942166.3272168618
2024-09-03 00:00:00,0.3267552736950257,0.24504652001385677,0.022047446455820723,-0.0003861665211450156,0.0,0.0,3162451.022872354,579809.4307392543
2024-09-04 00:00:00,0.3429186245132105,0.4816809612154589,0.0,0.000527376044427887,0.0,0.0,2997452.448276119,-669591.3760892595
2024-09-05 00:00:00,0.3972743197661226,0.49165811896203904,0.0,0.0005842267635281506,0.0,0.0,3042304.4026346044,-517686.15436521865
2024-09-06 00:00:00,0.2925564568481528,0.501739062945094,0.0,0.0004418254643370436,0.0,0.0,3031123.70859267,-1145396.9494558652
2024-09-07 00:00:00,0.22216326008790452,0.5760393011714984,0.0,0.0,0.0,0.0,3073915.7926904126,-3346583.17338933
2024-09-08 00:00:00,0.24206905674769244,0.05494970612095926,0.0,0.0,0.0,0.0,2939853.6043006713,-2831650.0327730696
2024-09-09 00:00:00,0.2284627647627259,0.11807605446646185,0.0,0.0,0.0,0.0,2715579.351529355,-1896904.2061155008
2024-09-10 00:00:00,0.39622013094215713,0.5170173075186429,0.034281114784834144,-4.8681589564187404e-05,0.0,0.0,2737653.8458249597,-774449.4091724014
2024-09-11 00:00:00,0.4819158680977998,0.4869669658456464,0.03194491915820579,0.0001535619051994166,0.0,0.0,2369776.9884876693,-704491.9959809324
2024-09-12 00:00:00,0.4701139500144255,0.3668117231818059,0.023540955413152095,0.0,0.0,0.0,2246223.3810528596,-1814982.1631594365
2024-09-13 00:00:00,0.3681775884704083,0.2594375554102934,0.07429697542673017,0.0008766507271741589,0.0,0.0,2021548.5221788064,-700840.6377190108
2024-09-14 00:00:00,0.3775228864052495,0.3357439099352827,0.07400231382285442,0.0009741110250546498,0.0,0.0,2202365.992985208,345176.05179226625
2024-09-15 00:00:00,0.45234389593882657,0.282992335450918,0.04501160043279971,0.0009880190442632343,0.0,0.0,1942309.8539456713,5279.0493815056925
2024-09-16 00:00:00,0.4130276146028841,0.2918751984223669,-0.004612708848628676,0.0,0.0,0.0,1900322.830710319,-635540.1652070838
2024-09-17 00:00:00,0.24993513726623226,0.37635092181076,0.011335515079789147,0.0,0.0,0.0,1619992.345942201,-1724832.4156862171
2024-09-18 00:00:00,0.44454396510174415,0.4429501218687084,0.008355424088248325,0.0,0.0,0.0,1787340.6925797989,-473512.64632344473
2024-09-19 00:00:00,0.3493931190628147,0.2919478081947402,0.03517216446698321,0.0004859855615661255,0.0,0.0,1870963.8396599677,-278297.1973293978
2024-09-20 00:00:00,0.40227374900800233,0.21508077599885186,0.0255711629502531,0.0007010775837475164,0.0,0.0,1809700.052791298,1466605.7929395286
2024-09-21 00:00:00,0.3954747007227071,0.3217708341549218,0.049162771436078605,0.00046389054099621897,0.0,0.0,1826003.0352934147,2127288.398971159
2024-09-22 00:00:00,0.30434987390926693,0.2922342544783362,0.0,0.0004669200467150802,0.0,0.0,1741348.0381224065,2391257.047111641
2024-09-23 00:00:00,0.7473711253543432,0.20330168898034137,0.0,0.00039537981704141094,0.0,0.0,1747500.8364490846,1844358.7709424682
2024-09-24 00:00:00,0.6444347317574718,0.32931422301804086,0.0,0.0002592255503845183,0.0,0.0,1829912.2650092386,3773653.3888222063
2024-09-25 00:00:00,0.27620351943428384,0.2576794779577854,0.015520906468612733,0.0006538078737906788,0.0,0.0,1874204.177157054,3909827.02181301
2024-09-26 00:00:00,0.45704444288564133,0.297886246314252,0.007997202214630903,0.00040609870038268867,0.0,0.0,1857632.0550541556,4244222.172077952
2024-09-27 00:00:00,0.324808701213586,0.18666418256311182,0.012056314546432172,0.0009521084618354738,0.0,0.0,1689563.657340675,5221147.996211455
2024-09-28 00:00:00,0.2553034543189675,0.44386097319069995,0.037799542770205606,0.0003135855048086905,0.0,0.0,1696512.0453159106,5057052.1513877055
2024-09-29 00:00:00,0.28304513267009507,0.2404386377368143,0.025795557277162536,0.0004752245754958532,0.0,0.0,1614955.6180528025,4033487.3974884795
2024-09-30 00:00:00,0.38837786519885203,0.3747096843509937,0.02654031095443356,0.0006017748334704334,0.0,0.0,1469734.2450386528,4000214.8429762204
2024-10-01 00:00:00,0.3476062032711776,0.4116746937413683,0.042532900804397145,0.0005831253114218887,0.0,0.0,1498823.9211386717,2553016.8953441586
2024-10-02 00:00:00,0.37292282049816167,0.483474572760831,0.038750725959445606,0.0004190650700881228,0.0,0.0,1402955.685624362,-142884.36109039083
2024-10-03 00:00:00,0.47405051870728776,0.3798152639208893,0.051757049232284844,0.00030958729775545327,0.0,0.0,1218133.5742909177,-1598344.4487882631
2024-10-04 00:00:00,0.26768656094287113,0.44982269374423567,0.009078602456256166,0.0003696644405301602,0.0,0.0,1034967.3968204756,-1689418.5156888298
2024-10-05 00:00:00,0.4074217042733556,0.33267322205797617,0.008013183705574177,0.0004254780029636807,0.0,0.0,1099402.6123545147,219590.02007595735
2024-10-06 00:00:00,0.34853213256100535,0.44205319577049024,0.011921119115567473,9.046376698576593e-05,0.0,0.0,1019989.9494247749,579900.9788544571
2024-10-07 00:00:00,0.436253648716089,0.42399348702574313,-0.0142959660033809,0.0010578094603620337,0.0,0.0,987608.1477143095,1579378.090327381
2024-10-08 00:00:00,0.3138015202012624,0.27701961401724345,0.05137541037986349,0.0006753597873258757,0.0,0.0,1012229.8797972029,1873319.9526211913
2024-10-09 00:00:00,0.6231395099560024,0.4836709332541251,-0.008447652356964092,0.0009722713614841574,0.0,0.0,844129.1016641919,164545.42657305754
2024-10-10 00:00:00,0.2944577330078418,0.03945150945406559,0.040713813273875014,0.00018060667564221875,0.0,0.0,703046.0655785621,-1378769.384002366
2024-10-11 00:00:00,0.3456836825325906,0.05108527944349603,0.02374121987654989,0.00040279162368758823,0.0,0.0,789836.0059774156,-1513995.4383582454
2024-10-12 00:00:00,0.27457832537156973,0.0719017178279184,0.03938985356037819,0.00021567863015809177,0.0,0.0,700182.7605573899,-553883.7431774506
2024-10-13 00:00:00,0.41326131132373334,0.6332093043025778,0.0004906037885649501,0.0005333988507461056,0.0,0.0,657565.272020034,283664.50365221157
2024-10-14 00:00:00,0.3789381031173662,0.32458944293049485,-0.02423572804652788,0.0004816206932175131,0.0,0.0,630867.2338528594,5064.043444469157
2024-10-15 00:00:00,0.36271641420870016,0.35652862800728724,-0.0001913754973132516,0.0007529759610458866,0.0,0.0,624828.0995113068,3146165.8528860137
2024-10-16 00:00:00,0.37524315356019355,0.39590307406116854,0.027223781246982364,0.0006008617109387573,0.0,0.0,611092.2853284042,2336203.372419119
2024-10-17 00:00:00,0.41820482468790315,0.30081327324782214,0.03161979089287061,0.0006404945845384729,0.0,0.0,597942.4164436429,1893343.9253563585
2024-10-18 00:00:00,0.3993820140479316,0.2689655923159102,0.045408009411539635,0.000584086847418864,0.0,0.0,599907.3565884772,1244182.8941845882
2024-10-19 00:00:00,0.22830273342150842,0.17702052062824364,0.02500015947171971,0.00038898278683269336,0.0,0.0,568836.1940688952,2307776.9858052945
2024-10-20 00:00:00,0.3144798625143973,0.38018321735864574,0.08190654689491378,0.0007848493981868841,0.0,0.0,501424.4440785008,2366348.1588275484
2024-10-21 00:00:00,0.3107923011734394,0.4349513774326825,0.048966063785712194,0.0008318035152873458,0.0,0.0,506767.76950954925,3320319.144994415
2024-10-22 00:00:00,0.3682832257342868,0.3979146767635974,0.06318378467987594,0.0005581449587952584,0.0,0.0,513305.41701089486,1907014.6793415498
